CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
72c456cf-bbf6-4be7-8d7d-99d3484ccf07,28,Female,Two year,21.21,339.36,Yes,DSL,16,No,Bank transfer (automatic),No
969266a5-ed89-4131-a5cb-d3f2508ba5af,33,Female,One year,44.92,1167.92,No,No,26,No,Mailed check,No
3c1e90d9-cd4a-4a2d-a6a3-8959dcd7900a,25,Female,One year,91.88,826.92,Yes,Fiber optic,9,Yes,Credit card (automatic),No
e7a789cb-eb0d-4588-8e2d-ad4d4f0c521c,21,Female,Month-to-month,80.36,160.72,Yes,Fiber optic,2,No,Credit card (automatic),No
e55e94cd-e510-44a4-9037-ba455f7ad1cf,57,Male,One year,111.64,1674.6,No,No,15,Yes,Mailed check,No
96996ed6-e146-4506-a626-7f11cdeff66c,21,Female,Month-to-month,25.0,875.0,No,Fiber optic,35,No,Electronic check,No
00be5e08-b452-4267-8365-6f065e7b21b8,42,Female,Two year,35.53,852.72,Yes,DSL,24,No,Credit card (automatic),No
b97644eb-4969-41e2-a047-41c100f33795,20,Female,Two year,98.92,1384.88,No,No,14,No,Electronic check,No
af959051-3d0f-41d1-b6cd-cda831ea8b5b,49,Female,Two year,55.85,335.1,Yes,DSL,6,No,Mailed check,Yes
f525639f-1cbc-4a18-96a9-e371db4a7a04,20,Male,Month-to-month,31.83,572.94,No,No,18,No,Electronic check,No
df92fc6f-ee56-44a8-8f8c-069101d7faed,44,Male,One year,119.65,2632.3,Yes,DSL,22,No,Bank transfer (automatic),No
d78bb4dd-ea05-4c9a-b5cd-76090c1ed9c7,46,Male,Two year,98.73,1777.14,Yes,Fiber optic,18,No,Credit card (automatic),No
186ccc48-2ebe-499a-94df-bfc94a324476,49,Male,One year,60.87,121.74,No,Fiber optic,2,Yes,Electronic check,No
00f4647a-f75a-402d-a2c5-e26ca9fb7ddf,67,Male,One year,102.33,3274.56,No,Fiber optic,32,No,Electronic check,No
0fa6efec-cb9e-48f6-b7e9-3576cdb6b04c,68,Male,Two year,88.06,1497.02,No,No,17,Yes,Bank transfer (automatic),No
898def6d-92ab-44e4-b92e-9abf09a06a9c,36,Female,Month-to-month,99.0,99.0,No,Fiber optic,1,No,Electronic check,No
f3c06343-190d-487f-b65b-b8f5405e4ebf,38,Male,One year,101.52,913.68,Yes,No,9,No,Mailed check,No
45994f00-a6b9-4e8f-a6d2-27cbdb8c823a,22,Male,Two year,28.47,370.11,No,DSL,13,No,Mailed check,No
f4ca006a-9465-48b4-b9ec-04c97c089fd6,35,Female,One year,82.3,2469.0,Yes,Fiber optic,30,Yes,Mailed check,No
023c998b-d908-4187-85ff-7c26f2de2475,45,Male,One year,20.68,641.08,Yes,DSL,31,Yes,Credit card (automatic),Yes
7ff3a527-0230-4164-9c13-3f2d22ede89c,59,Female,One year,24.35,560.05,Yes,Fiber optic,23,Yes,Electronic check,No
fdacbc76-e7cd-4efe-8c8a-7b07afeaf43d,39,Female,One year,110.4,3091.2,No,DSL,28,Yes,Credit card (automatic),Yes
58943732-4318-45d7-8d4e-a577d84de0f2,38,Male,One year,72.76,727.6,Yes,No,10,Yes,Credit card (automatic),No
5645365c-1d58-4542-bf3c-7c66e23d12e7,23,Female,Month-to-month,93.59,2339.75,Yes,Fiber optic,25,No,Electronic check,No
96ffed5c-3b06-4916-be11-5a87a05a7d5d,18,Male,Month-to-month,103.85,2700.1,No,No,26,Yes,Electronic check,No
97863544-4dff-4855-97d7-390dab3cdd35,22,Male,Two year,114.96,2988.96,Yes,No,26,Yes,Mailed check,No
a5f6bc8b-dd7a-4a2f-8624-b211c8355ced,58,Female,Month-to-month,106.94,1390.22,Yes,DSL,13,Yes,Credit card (automatic),No
a3604eca-e6b9-431f-a0b9-6e1305bd31ce,29,Female,Month-to-month,68.33,1161.61,Yes,Fiber optic,17,No,Credit card (automatic),No
94ec621d-43e6-4b47-84af-24a8792ceb94,43,Male,Month-to-month,53.6,214.4,No,No,4,No,Electronic check,No
d32aa17f-b623-4a2c-aa09-844a38720703,63,Female,One year,35.45,815.35,Yes,DSL,23,No,Credit card (automatic),No
139ece80-f098-438e-addb-ec421a06c319,51,Female,One year,60.03,2101.05,Yes,DSL,35,Yes,Bank transfer (automatic),Yes
cc364431-5cfb-4150-aa38-7aec83350d24,66,Male,Two year,56.65,623.15,Yes,DSL,11,No,Electronic check,No
2b1aa322-bc53-4594-a6a4-224431a8b9e0,31,Male,Two year,75.96,911.52,No,Fiber optic,12,Yes,Mailed check,No
9dca94b4-2dda-454e-b77a-95dd61ad3e20,43,Female,Two year,86.55,778.95,No,Fiber optic,9,No,Bank transfer (automatic),No
fec891d4-a4c5-44ac-a942-dc1347c67f80,62,Male,One year,117.83,1767.45,No,DSL,15,No,Bank transfer (automatic),No
01d5b576-4b84-4377-a43f-38cbb6cabced,44,Male,Month-to-month,92.84,464.2,Yes,Fiber optic,5,No,Mailed check,Yes
87e2ac17-c005-44be-95d7-6ca7ff90147b,26,Male,Month-to-month,84.37,1603.03,Yes,DSL,19,No,Bank transfer (automatic),No
a099b087-b4fc-44be-aa78-7e92ed5e6420,43,Male,One year,53.51,588.61,Yes,Fiber optic,11,No,Bank transfer (automatic),No
e8584d1f-11fb-4df6-8526-6c109858266b,64,Male,Two year,23.45,211.05,Yes,Fiber optic,9,Yes,Bank transfer (automatic),No
d90851ea-f50d-418c-9ec6-20c99d38866f,39,Male,Two year,48.81,1708.35,Yes,DSL,35,Yes,Credit card (automatic),No
7786231f-0a56-48de-b694-63d3d1394983,64,Male,Two year,96.84,2614.68,No,DSL,27,No,Bank transfer (automatic),No
f4626f58-8c68-4ea5-a2cb-a9407d4ca75a,47,Female,One year,40.53,526.89,Yes,Fiber optic,13,Yes,Bank transfer (automatic),No
23b97308-f092-4896-a2f3-0bba82e16c9a,60,Male,Two year,91.22,1094.64,Yes,DSL,12,No,Electronic check,No
c50f579e-40fe-433b-91be-e658bed80f37,65,Female,Two year,77.98,701.82,No,DSL,9,No,Mailed check,Yes
75ecb214-b513-4d5f-bae6-345aa2dc36cb,34,Female,One year,37.19,1041.32,No,DSL,28,No,Credit card (automatic),No
19a3e173-d57f-4711-a532-b85036a29708,43,Female,Month-to-month,46.16,600.08,Yes,DSL,13,No,Credit card (automatic),No
e25f483f-a63f-42bc-8ba4-14c68cf121c5,53,Male,One year,69.63,1392.6,No,Fiber optic,20,No,Mailed check,No
a6215294-4a14-49e0-bbb0-6cf800620a01,18,Male,One year,61.84,803.92,No,No,13,No,Credit card (automatic),No
103a3168-3c3c-4b88-9c9f-5786acb5a1d8,25,Female,One year,97.86,2642.22,No,Fiber optic,27,No,Credit card (automatic),No
96538a62-9a1c-49ef-84ca-bac421f844df,66,Male,One year,93.44,2429.44,Yes,DSL,26,Yes,Credit card (automatic),No
cb4d9186-fb73-49c0-ad4a-52bc3717bf01,52,Female,Month-to-month,77.46,2246.34,No,DSL,29,Yes,Electronic check,No
3cda873b-ea63-4827-8a3c-590d5ef1a56f,69,Male,Two year,102.23,2964.67,Yes,Fiber optic,29,No,Electronic check,No
c8b6401e-fdb9-4410-bc43-dbdd96e4175d,32,Male,One year,76.27,1677.94,No,DSL,22,Yes,Credit card (automatic),No
120812a4-84ed-497c-8cd6-81efccc7b83c,64,Female,Month-to-month,116.44,1047.96,Yes,Fiber optic,9,No,Mailed check,No
6914807a-8a65-413f-b5d0-689885de54fb,39,Female,Two year,41.72,1001.28,Yes,No,24,Yes,Mailed check,No
70357f69-ce32-41cf-9eae-ad029a0e45dc,31,Female,Two year,91.41,1736.79,Yes,DSL,19,Yes,Electronic check,No
9d75e382-0c36-4d68-904b-3fb33b4389fc,43,Male,Two year,56.99,1766.69,No,No,31,No,Electronic check,No
8fbd00e3-8921-4984-80f9-d02e3743e71c,45,Female,One year,47.9,718.5,No,No,15,No,Bank transfer (automatic),No
7b732dba-9a10-4b0f-a002-d0ebf6f80a77,40,Male,One year,38.04,1217.28,No,DSL,32,Yes,Electronic check,No
e20b5e9f-60ee-4c6b-996f-3c9b6bec82f7,31,Male,Two year,75.25,2182.25,Yes,DSL,29,No,Credit card (automatic),No
4f6c57d0-db4f-426a-ac2e-a0ecfc3b56ef,41,Male,Two year,41.55,1412.7,No,Fiber optic,34,Yes,Electronic check,No
877e6445-3b33-4823-b841-7ed339267215,19,Female,Two year,40.04,360.36,No,Fiber optic,9,No,Bank transfer (automatic),No
15922e63-e72b-46e4-8f7e-af5102c139fb,62,Female,Two year,119.05,4166.75,Yes,DSL,35,Yes,Bank transfer (automatic),No
cd76cd01-5b46-41eb-8ae7-28df1c90160e,43,Female,Two year,100.17,601.02,No,Fiber optic,6,Yes,Mailed check,No
c9daa9d2-2455-4595-9a11-2fbd083a0b35,31,Male,Two year,94.83,1327.62,Yes,No,14,Yes,Mailed check,Yes
f530cc9a-010c-443d-bf41-b057ed76ae2c,68,Male,Month-to-month,99.41,894.69,No,No,9,No,Credit card (automatic),No
632240db-390e-4c73-972a-3113920d8983,24,Female,Two year,116.89,2220.91,Yes,DSL,19,Yes,Electronic check,No
360a600b-cadb-4de3-bff2-4bc759b14f78,20,Male,One year,77.33,1778.59,Yes,Fiber optic,23,No,Bank transfer (automatic),No
261f737f-ed93-4fd3-9a84-5ce73212f367,64,Male,One year,42.02,1176.56,No,DSL,28,No,Bank transfer (automatic),Yes
67fbea75-9397-45a3-81e2-230a60c0731e,40,Female,One year,106.22,1699.52,Yes,No,16,No,Mailed check,Yes
1c8df683-4b7b-46a2-97c8-683583ec4f66,63,Female,Two year,94.27,2451.02,No,DSL,26,No,Mailed check,Yes
56a854bb-b365-4af8-8bd3-dd0592d50708,60,Female,One year,61.43,1535.75,No,DSL,25,No,Electronic check,No
ef44780e-cf9b-4b6b-acac-58cf6b5fdbe9,64,Male,Month-to-month,67.36,2357.6,No,DSL,35,Yes,Bank transfer (automatic),Yes
06160a6e-cc33-4516-84cf-4d9cb446929c,62,Male,Two year,61.13,305.65,No,DSL,5,No,Mailed check,Yes
6b59e226-9629-415e-bbb0-354e710ce83a,35,Male,One year,112.99,790.93,Yes,No,7,No,Electronic check,No
507e2a37-ac09-4da6-9c6f-b0884d47e7a5,55,Male,Month-to-month,54.35,1250.05,Yes,DSL,23,Yes,Electronic check,No
ee7f3eb9-81ca-40d3-81c9-21dbba477ddc,52,Male,Month-to-month,116.35,2908.75,Yes,DSL,25,Yes,Electronic check,No
a0e499f6-65cc-4a74-a396-568a8714c241,68,Female,One year,111.03,111.03,No,Fiber optic,1,No,Mailed check,No
68d4531a-b887-442d-98e4-278b2f3351fe,32,Male,Month-to-month,83.05,1827.1,No,DSL,22,No,Mailed check,No
f56fc88d-f6a6-4dd3-ac4e-fc2438722eed,42,Male,One year,77.98,311.92,Yes,Fiber optic,4,No,Mailed check,No
9b6704cd-4e48-4f64-a0ef-d5cb908d4bab,54,Male,Month-to-month,57.01,1596.28,Yes,DSL,28,Yes,Credit card (automatic),No
64e1e7a3-fcf6-4b09-8d93-db4efd857eed,45,Female,Two year,21.83,305.62,No,Fiber optic,14,No,Credit card (automatic),No
da0c22c9-3c1a-498b-b64b-85a0e4773c3b,27,Female,Two year,32.76,1081.08,No,DSL,33,No,Credit card (automatic),No
1754a472-3e09-4579-aee8-95baafe726e4,56,Female,Two year,95.42,381.68,No,Fiber optic,4,Yes,Mailed check,No
cd09f199-3514-4a9f-ad39-b64e255af652,34,Male,Two year,67.15,738.65,Yes,DSL,11,Yes,Mailed check,No
d55ddf8b-869f-4a4a-976a-16923d56dd8e,56,Female,Two year,34.98,1119.36,No,DSL,32,Yes,Credit card (automatic),No
78c3f57f-1ac1-4b08-a77c-cfbc7a8e2baa,39,Female,One year,46.4,185.6,Yes,Fiber optic,4,No,Bank transfer (automatic),Yes
7aa2fdc0-08e7-4278-8903-fabbd407b13a,43,Female,Two year,114.78,114.78,No,DSL,1,No,Bank transfer (automatic),Yes
0c7945ef-35e2-4934-b799-a468a26f6205,61,Male,Two year,56.71,1474.46,Yes,DSL,26,No,Bank transfer (automatic),Yes
5644b43b-ba44-4cb8-b6b8-776944a7106e,42,Female,Two year,110.77,3655.41,No,DSL,33,Yes,Bank transfer (automatic),No
bcb1ff78-6a75-480e-9f53-e5d28f342d55,34,Male,Two year,50.46,857.82,Yes,DSL,17,Yes,Credit card (automatic),No
b96279ad-d48e-4bf4-8132-99d0f09f1019,30,Male,Month-to-month,74.32,2006.64,Yes,No,27,No,Electronic check,No
2dcf7429-b42d-437e-8346-9edadb5c1a1b,37,Female,Two year,22.05,110.25,Yes,DSL,5,Yes,Electronic check,No
42470748-3cc8-4607-9a3b-21dc36bdc2f7,42,Male,Two year,72.19,505.33,No,No,7,Yes,Bank transfer (automatic),No
c77eb82e-415e-40d9-a799-0a220365a7ac,21,Female,One year,83.69,2092.25,Yes,No,25,Yes,Mailed check,No
6fb6b2bc-686e-4e08-ba9c-05aab6ab01dc,27,Male,Month-to-month,43.43,347.44,Yes,DSL,8,Yes,Bank transfer (automatic),No
0cfaf5f5-1188-4b73-8e51-a97cbf3dc0a7,20,Female,One year,77.89,2648.26,No,Fiber optic,34,No,Bank transfer (automatic),No
a3279846-3b72-4734-b5d4-8dc74f824800,58,Female,Two year,84.72,338.88,Yes,Fiber optic,4,No,Electronic check,No
22c160e2-93f8-4141-a4fd-1d8038d9fdd6,62,Female,One year,88.69,1064.28,Yes,DSL,12,Yes,Mailed check,No
54a40dea-76c3-4e77-a1c4-01363436cac8,35,Male,One year,97.64,3026.84,No,No,31,Yes,Electronic check,No
e83c5ef9-81c2-413c-9e04-d761ad7ec90d,64,Female,Two year,51.13,562.43,Yes,Fiber optic,11,Yes,Mailed check,No
8a5d84fb-6089-4d35-abab-94b64c4cbe32,53,Male,Month-to-month,76.78,1689.16,No,DSL,22,Yes,Credit card (automatic),No
67a68645-2c98-4bbe-a271-729eed65d148,64,Female,Month-to-month,118.16,118.16,Yes,DSL,1,Yes,Electronic check,No
f1bda011-488b-466d-9026-447236e6539d,39,Male,One year,109.81,439.24,No,No,4,No,Credit card (automatic),No
cd817433-022e-4b27-b5b7-f88105e2fae7,51,Male,Two year,115.27,922.16,Yes,Fiber optic,8,Yes,Credit card (automatic),No
3220c96b-3611-49da-ba75-cc7bd03d943e,64,Female,One year,58.61,1465.25,Yes,DSL,25,No,Bank transfer (automatic),No
37c28fd7-5b43-468f-891d-9d63ae432697,25,Female,One year,98.69,2763.32,Yes,Fiber optic,28,No,Mailed check,No
99ca024c-1912-4a40-a8b0-ed812375996f,57,Female,One year,81.99,327.96,No,DSL,4,Yes,Electronic check,No
cc770133-73d8-4a0c-81dd-60449df2f09e,66,Female,Two year,28.27,367.51,Yes,DSL,13,No,Bank transfer (automatic),No
422b7fac-12a1-477f-921c-d239b6d0bbf2,61,Female,Two year,102.4,2560.0,Yes,DSL,25,Yes,Electronic check,Yes
2fd74ef8-1fd2-4dd0-a804-41c7587b2c5b,36,Male,Month-to-month,87.71,263.13,No,No,3,Yes,Credit card (automatic),Yes
ea1af608-3064-42f1-a3ad-f1a157ae73ad,59,Female,Two year,39.89,1276.48,No,No,32,Yes,Electronic check,No
0da33f8d-c3de-4486-82b3-3bfa539a4558,58,Female,One year,27.97,27.97,No,No,1,No,Electronic check,Yes
e723ec32-7be0-4bcd-bd0a-c8e2495ad8b7,54,Male,One year,103.7,1140.7,Yes,Fiber optic,11,No,Bank transfer (automatic),No
4a6f46d4-f937-4610-baa5-bcd72537d2b7,23,Female,Month-to-month,27.89,55.78,Yes,No,2,No,Mailed check,No
7f3ad171-c64a-4a3d-a3e0-d0cdaadfc76f,69,Female,Two year,29.14,145.7,Yes,No,5,Yes,Electronic check,No
c9d95762-16b9-412b-85cd-ea1ed77c578b,43,Male,One year,62.74,1380.28,No,Fiber optic,22,No,Credit card (automatic),No
a20ff39d-620a-4e01-b228-ce8015d36293,51,Female,Month-to-month,33.48,435.24,No,Fiber optic,13,No,Credit card (automatic),No
11232fbd-22e7-44b7-af49-d71906b34bed,62,Female,Month-to-month,111.37,2561.51,Yes,Fiber optic,23,No,Bank transfer (automatic),No
fb6bdbaf-8da0-40d0-b7f5-a30762d856d0,23,Female,One year,67.03,2077.93,Yes,Fiber optic,31,Yes,Credit card (automatic),No
e60ab8d3-c8bb-4faa-a540-3675ec4d7126,54,Male,One year,76.92,2692.2,No,No,35,No,Electronic check,No
a7d59aba-6310-41c5-b806-1d84b11266d7,50,Female,Two year,112.81,3948.35,No,No,35,Yes,Mailed check,Yes
05cdbbc6-547c-48eb-85be-e8a2c30b420f,39,Male,Month-to-month,73.03,949.39,No,Fiber optic,13,No,Electronic check,Yes
1380926d-db36-4160-871b-24b5a2d38f8e,38,Female,One year,55.36,387.52,Yes,No,7,No,Bank transfer (automatic),No
8a072c2c-11c9-42bf-bb2e-0ac27576ceb5,23,Male,Month-to-month,99.72,498.6,No,DSL,5,No,Credit card (automatic),No
caba6e3c-413f-4a36-a87b-40d5fbbb7263,23,Female,Two year,64.29,1864.41,No,No,29,Yes,Electronic check,No
1571e8b1-dbc1-4e39-b6b1-32ecdfd6da81,65,Male,One year,51.85,414.8,No,DSL,8,Yes,Electronic check,No
42c86e7e-7fa1-4eb7-b01c-b95eae127145,21,Male,Two year,92.32,738.56,No,Fiber optic,8,No,Credit card (automatic),No
796ef1f4-2972-4878-95cf-e59d83fc8c00,47,Male,Month-to-month,100.16,701.12,Yes,Fiber optic,7,No,Mailed check,No
7c925431-61a8-41a3-8583-4600fea4f7b6,28,Male,Two year,99.17,1884.23,No,No,19,Yes,Mailed check,Yes
15da3acd-a835-435a-8ced-9d2423b87bb7,47,Male,Two year,117.77,2708.71,Yes,Fiber optic,23,Yes,Mailed check,No
8551aaa4-f340-4b31-84e9-3c76ea4abfbc,48,Male,Month-to-month,98.67,3157.44,Yes,No,32,No,Credit card (automatic),No
4df17dd2-b058-45cd-895a-c4e0cc8eccda,41,Female,Two year,96.99,387.96,No,No,4,No,Electronic check,No
bc8f3e32-dbae-4fb4-84e5-9a6ff90d56d4,26,Female,Month-to-month,105.75,3172.5,No,No,30,Yes,Bank transfer (automatic),No
8317dc50-6c03-49d7-90c5-a9b61875cf2b,20,Male,One year,20.02,100.1,Yes,No,5,No,Electronic check,No
22d4675f-7b8f-4b82-b7b2-96020aa925c9,68,Male,Month-to-month,56.24,168.72,No,DSL,3,Yes,Credit card (automatic),No
b7f445da-bb7c-42f1-b83b-8fe982d82252,48,Male,Month-to-month,93.76,2062.72,Yes,DSL,22,No,Credit card (automatic),Yes
54da6712-e4b7-4b7f-9593-dac69762cd2e,57,Male,One year,79.97,2239.16,No,Fiber optic,28,No,Electronic check,Yes
3ff3d8d4-b46d-498d-b4cc-50306d6b507d,54,Female,Month-to-month,37.76,830.72,Yes,DSL,22,No,Credit card (automatic),No
f6347658-fb5b-4f2c-9e42-b511d42d0430,53,Male,One year,50.37,1108.14,Yes,Fiber optic,22,No,Electronic check,Yes
81eb2369-12b3-4a79-951b-3ba17b21a2c4,41,Female,One year,53.68,1825.12,Yes,Fiber optic,34,Yes,Electronic check,Yes
da05f275-4afb-4480-b971-472f3a54d688,48,Female,Month-to-month,76.78,2226.62,No,No,29,No,Mailed check,No
cd697b48-c9cc-477c-8253-0af0ba7c9c62,23,Male,Two year,103.16,1341.08,Yes,No,13,No,Credit card (automatic),No
e12d8c18-1f17-4f59-9ce6-59a7d988c233,19,Male,Two year,113.25,792.75,Yes,No,7,No,Credit card (automatic),No
bbd8fa67-8885-450e-ac4a-455c751b2cfb,37,Female,One year,95.01,950.1,No,No,10,No,Mailed check,No
8faf195b-84a9-406b-b871-4e1b6bc415d7,45,Female,Two year,104.3,2920.4,No,No,28,No,Mailed check,Yes
6be4f664-b997-4662-a106-a36396a8e813,28,Male,Two year,67.01,268.04,Yes,No,4,No,Mailed check,No
f5ca7057-fd6e-4465-a4e6-947a5236114c,21,Male,Month-to-month,58.98,1887.36,Yes,DSL,32,Yes,Bank transfer (automatic),No
405f3167-db63-46a2-8cc2-fd752e306e61,32,Male,One year,59.27,1303.94,No,Fiber optic,22,No,Credit card (automatic),No
f2578ee3-720e-4419-8b2c-6bce2b0bc8fd,23,Female,One year,81.6,1632.0,Yes,Fiber optic,20,Yes,Electronic check,Yes
f09c79a6-7519-4b50-9b64-487d86cbfa91,66,Female,Month-to-month,32.42,648.4,No,No,20,Yes,Electronic check,No
3fec2f78-4a10-42d1-a124-885e97ec4136,47,Male,Two year,77.95,467.7,No,DSL,6,Yes,Electronic check,No
6dece0cd-8ce9-4187-9763-14680d96e394,55,Female,One year,86.51,778.59,No,No,9,Yes,Credit card (automatic),No
b9233605-aff6-4265-b159-b9310ceb057e,68,Female,Two year,63.89,1788.92,Yes,DSL,28,No,Bank transfer (automatic),No
3d2d2983-6a39-4c99-ac25-c1092d967c66,19,Male,One year,115.32,1499.16,No,DSL,13,No,Credit card (automatic),No
7227f0c6-e7a1-40bb-bc37-d053139f3c82,32,Male,One year,80.82,2505.42,Yes,Fiber optic,31,No,Credit card (automatic),Yes
f8ba45fa-2499-495a-bf53-7f5790f63475,28,Female,One year,42.0,588.0,Yes,Fiber optic,14,Yes,Credit card (automatic),No
deda24c8-296a-4a25-b878-36bbabfcc216,25,Female,One year,67.92,1494.24,No,DSL,22,No,Credit card (automatic),No
a69eb699-2b8d-46e0-8264-19b86c765979,43,Male,Two year,87.54,2100.96,No,Fiber optic,24,Yes,Credit card (automatic),No
9df73e11-199d-495a-ac7c-64e2b334a02c,68,Male,Two year,52.36,418.88,No,DSL,8,Yes,Bank transfer (automatic),No
82f05c68-1053-4f6e-9701-f77fcb0070d6,62,Male,Two year,27.96,419.4,No,DSL,15,No,Mailed check,No
1b56e13e-c344-4b73-bec5-023fb6973a4c,61,Male,Two year,78.34,470.04,Yes,DSL,6,Yes,Electronic check,No
7d05149b-e4bc-4a1f-ad59-4938a6b80167,22,Male,Month-to-month,114.79,2640.17,Yes,Fiber optic,23,Yes,Credit card (automatic),No
4f30a9ae-8901-4df5-8af3-173f77079f44,23,Female,One year,68.51,1712.75,No,No,25,Yes,Credit card (automatic),No
132f158b-f417-49e1-914b-d39f11b20f0c,43,Female,One year,110.61,3428.91,Yes,Fiber optic,31,Yes,Credit card (automatic),No
d52aaf09-fe82-4765-81c9-c5d3e5d586eb,21,Female,One year,103.5,3001.5,No,No,29,No,Electronic check,No
d6f65298-b3a7-4383-aa82-36e05c9687a2,36,Female,Month-to-month,34.74,799.02,Yes,Fiber optic,23,Yes,Bank transfer (automatic),No
47ccb501-5d70-4a47-8803-f2a0fdb4ad96,37,Male,Two year,90.82,908.2,Yes,Fiber optic,10,Yes,Electronic check,No
8f4044b7-50dd-4c19-9039-abf5528ae85e,50,Male,One year,63.55,571.95,Yes,No,9,Yes,Bank transfer (automatic),Yes
72ae2ad3-4c90-4c22-9495-f369a2cedbcb,37,Male,Two year,45.02,585.26,No,DSL,13,No,Mailed check,Yes
e0c0eab0-fc53-4dac-94b1-8951585a99b9,66,Female,Two year,88.69,2838.08,Yes,No,32,No,Credit card (automatic),No
63c52734-c34d-46d2-a1bb-a9946f381383,29,Female,Month-to-month,94.27,94.27,Yes,DSL,1,Yes,Bank transfer (automatic),No
acbe0757-75a4-40cf-bb74-ba25ce3549c9,64,Female,Month-to-month,37.99,37.99,Yes,DSL,1,No,Electronic check,No
495dd593-0ed9-4558-8372-5ac096e43962,18,Male,Two year,111.44,2005.92,Yes,Fiber optic,18,No,Bank transfer (automatic),No
c9b99187-eeec-4a09-811b-015392371a17,43,Female,One year,95.11,2948.41,No,Fiber optic,31,No,Bank transfer (automatic),Yes
7acf8906-ca81-419e-a852-14b834a7ee47,31,Male,One year,113.34,113.34,Yes,Fiber optic,1,No,Mailed check,No
c663458e-845c-4dcf-831f-66c2b96634f7,55,Male,Month-to-month,51.71,465.39,No,Fiber optic,9,Yes,Credit card (automatic),No
b8bb42c4-c276-404b-8d64-ec1b5a8634d6,54,Male,Month-to-month,113.93,2506.46,No,Fiber optic,22,Yes,Credit card (automatic),No
898808d2-9e55-44d8-8627-5309d59789bb,28,Male,Month-to-month,56.85,1591.8,Yes,No,28,No,Electronic check,No
df36ca92-f051-434e-ac5a-37a17c10b75d,53,Male,Month-to-month,25.4,660.4,Yes,No,26,No,Electronic check,No
fa333f50-4025-4a35-bb78-975890cc1e48,30,Male,Month-to-month,96.3,963.0,No,No,10,No,Mailed check,Yes
1d83c49d-1465-4aa6-8cf4-10e5abec61c7,60,Female,Month-to-month,90.35,271.05,No,No,3,No,Bank transfer (automatic),No
82205dec-339c-470e-a0a3-45e003e2bab6,20,Male,Month-to-month,79.79,159.58,No,Fiber optic,2,No,Bank transfer (automatic),No
f4d148da-b00a-432f-911c-a0dfe17f5408,50,Male,One year,68.99,2138.69,Yes,No,31,No,Electronic check,No
178d1d1a-9770-444a-9722-718189a37530,23,Female,Month-to-month,23.22,766.26,Yes,No,33,No,Credit card (automatic),No
abbc3175-2076-4028-a27d-d52074d912bc,67,Male,Month-to-month,82.46,2638.72,No,DSL,32,Yes,Bank transfer (automatic),Yes
af974341-e9be-4d89-bde6-49644f442f62,27,Female,One year,61.68,740.16,No,Fiber optic,12,Yes,Mailed check,No
b1594674-8d5c-4a72-b70e-836ae9a18cc6,22,Female,One year,76.02,228.06,No,No,3,No,Electronic check,No
8097a970-214f-4e51-9e4c-107b960f9130,40,Female,Two year,62.93,1636.18,Yes,No,26,No,Bank transfer (automatic),Yes
e0f78e9b-23cd-4e3e-ae03-81471b8a51dc,27,Male,Month-to-month,116.61,1632.54,Yes,No,14,Yes,Credit card (automatic),No
f8e5ca60-5680-4a02-bcf3-5ded16a4c51e,61,Male,Month-to-month,80.41,964.92,No,Fiber optic,12,Yes,Credit card (automatic),No
f1999e43-7885-48f5-822b-6a5f4df4a251,19,Female,Month-to-month,94.92,2467.92,Yes,No,26,No,Mailed check,No
e22fbd5d-4bee-4226-8fe8-7904d7288304,30,Male,Month-to-month,113.63,1818.08,No,DSL,16,Yes,Mailed check,No
045bd49e-4a25-4bf7-9110-64ea9a89690a,57,Male,Two year,79.16,633.28,Yes,Fiber optic,8,Yes,Electronic check,No
b1588ae8-8df6-4a9d-b26f-3744e88e876d,19,Female,One year,21.21,593.88,No,DSL,28,No,Electronic check,No
26150251-44c0-4885-a337-8eb553b4db1b,37,Female,One year,23.43,164.01,Yes,Fiber optic,7,Yes,Credit card (automatic),Yes
a6223c89-da08-4fa8-913d-85190dc05603,18,Male,Month-to-month,90.23,1353.45,Yes,No,15,No,Credit card (automatic),Yes
387e7893-cbd5-4d8f-aad8-2f7c66aa9b34,54,Female,Month-to-month,47.91,383.28,Yes,Fiber optic,8,Yes,Bank transfer (automatic),Yes
d5a742dd-acb2-4bab-96d1-001a6a5e46ae,26,Female,Month-to-month,77.94,779.4,Yes,Fiber optic,10,No,Bank transfer (automatic),No
51e9f215-6b5b-44ea-b4b5-0de9e3febb09,34,Female,Two year,40.23,603.45,Yes,Fiber optic,15,Yes,Bank transfer (automatic),No
3fd05b19-143f-4a62-b4fd-14278d775872,26,Male,Two year,47.02,846.36,Yes,DSL,18,Yes,Mailed check,No
da0771d2-3272-4a09-9e54-05545f76441d,28,Male,One year,70.46,2466.1,Yes,Fiber optic,35,No,Mailed check,No
be901618-e420-43ec-a778-59c64765b640,32,Male,Month-to-month,117.56,235.12,No,No,2,Yes,Bank transfer (automatic),No
66fc110d-fe7c-4ec5-ac9e-17d222cb979a,41,Female,Month-to-month,81.63,1795.86,No,Fiber optic,22,Yes,Credit card (automatic),No
aff66000-1f16-49d3-ba39-fe3361191515,55,Male,Month-to-month,113.61,1704.15,No,Fiber optic,15,No,Electronic check,No
